"Referred.a.Friend" "Number.of.Referrals" "Tenure.in.Months" "Offer" "Phone.Service" "Avg.Monthly.Long.Distance.Charges" "Multiple.Lines" "Internet.Service" "Internet.Type" "Avg.Monthly.GB.Download" "Online.Security" "Online.Backup" "Device.Protection.Plan" "Premium.Tech.Support" "Streaming.TV" "Streaming.Movies" "Streaming.Music" "Unlimited.Data" "Contract" "Paperless.Billing" "Payment.Method" "Monthly.Charge" "Total.Regular.Charges" "Total.Refunds" "Total.Extra.Data.Charges" "Total.Long.Distance.Charges" "Gender" "Age" "Married" "Dependents" "Number.of.Dependents" "Latitude" "Longitude" "Population" "Churn.Value" "CLTV" "Total.Customer.Svc.Requests" "Product.Service.Issues.Reported" "Customer.Satisfaction"
"2187" "Yes" 1 25 "Offer C" "No" 0 "No" "Yes" "Cable" 90 "No" "No" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 35.36 853 0 768 0 "Female" 19 "Yes" "No" 0 32.827238 -117.089287 30206 0 5024 1 4 "-99"
"3103" "No" 0 51 "None" "No" 0 "No" "Yes" "Cable" 10 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "No" "Bank Withdrawal" 60.15 3077 0 0 0 "Female" 48 "No" "No" 0 37.680844 -122.48131 63337 0 5404 2 0 "-99"
"3063" "Yes" 10 55 "None" "Yes" 35.04 "No" "Yes" "Cable" 57 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 103.7 5656.75 0 0 1927.2 "Female" 37 "Yes" "Yes" 3 36.622237 -119.521126 12587 0 5892 0 0 "-99"
"163" "No" 0 39 "Offer C" "Yes" 41.93 "Yes" "Yes" "Fiber Optic" 25 "No" "No" "No" "No" "Yes" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 99.476 3759.05 0 940 1635.27 "Male" 79 "No" "No" 0 37.800254 -122.436975 22920 1 4892 5 0 "s1"
"1184" "No" 0 2 "None" "Yes" 49.81 "No" "Yes" "DSL" 45 "No" "No" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "Yes" "Credit Card" 47.84 84.5 0 38 99.62 "Male" 19 "No" "No" 0 34.231053 -118.338307 46639 1 2667 3 0 "s3"
"6744" "No" 0 2 "None" "Yes" 12.68 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.3 41.2 0 0 25.36 "Female" 39 "No" "No" 0 41.280341 -120.150381 132 0 5074 2 2 "-99"
"3262" "No" 0 2 "None" "Yes" 21.18 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 19.25 48.35 0 0 42.36 "Male" 58 "No" "Yes" 1 37.270938 -121.851046 36944 0 4725 2 0 "-99"
"5337" "No" 0 7 "Offer E" "Yes" 41.57 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.35 150.6 0 0 290.99 "Female" 43 "No" "No" 0 38.24458 -122.956268 330 0 3098 1 0 "-99"
"6034" "Yes" 3 19 "None" "Yes" 7.42 "No" "Yes" "Fiber Optic" 17 "No" "No" "Yes" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 49.6 962.9 0 164 140.98 "Female" 43 "Yes" "Yes" 1 34.105935 -117.2914 1779 0 5735 3 0 "-99"
"4182" "Yes" 9 66 "Offer A" "No" 0 "No" "Yes" "Fiber Optic" 23 "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Bank Withdrawal" 50.55 3364.55 0 774 0 "Male" 33 "Yes" "Yes" 3 37.791998 -122.408653 13723 0 4652 2 1 "s4"
"6277" "Yes" 2 61 "Offer B" "Yes" 42.85 "No" "Yes" "Fiber Optic" 11 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 49.7 2961.4 0 32.58 2613.85 "Female" 34 "Yes" "Yes" 2 37.454924 -122.203168 6876 0 4577 1 0 "s3"
"6047" "Yes" 8 10 "None" "Yes" 32.76 "No" "Yes" "Fiber Optic" 51 "No" "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 88.85 929.45 0 0 327.6 "Female" 45 "Yes" "Yes" 3 33.527605 -116.666551 3745 0 4531 1 0 "s4"
"29" "No" 0 1 "Offer E" "Yes" 35.09 "No" "Yes" "Cable" 19 "No" "No" "Yes" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 78.312 75.3 0 0 35.09 "Female" 80 "No" "No" 0 33.53604 -116.119222 17018 0 4902 6 1 "s2"
"6865" "No" 0 12 "Offer D" "No" 0 "No" "Yes" "Cable" 7 "Yes" "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Two Year" "No" "Credit Card" 49.85 552.1 0 0 0 "Female" 58 "No" "No" 0 33.719221 -118.073596 1107 0 3100 0 0 "-99"
"1987" "No" 0 2 "Offer E" "Yes" 21.28 "No" "Yes" "DSL" 29 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 51.584 114.7 0 33 42.56 "Female" 26 "No" "No" 0 37.907777 -122.127161 23996 1 3599 1 1 "s1"
"715" "Yes" 10 59 "None" "Yes" 4.21 "No" "Yes" "Cable" 21 "Yes" "Yes" "Yes" "No" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 82.95 4903.15 0 1030 248.39 "Male" 75 "Yes" "No" 0 33.507255 -117.029473 46171 0 5295 0 0 "-99"
"3838" "No" 0 7 "None" "Yes" 9.43 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 19.45 165.35 0 0 66.01 "Male" 29 "No" "No" 0 33.674583 -114.71612 24659 0 2600 1 0 "-99"
"3793" "No" 0 24 "Offer C" "Yes" 13.13 "Yes" "Yes" "Fiber Optic" 14 "No" "Yes" "Yes" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 84.85 2048.8 0 28.68 315.12 "Male" 57 "No" "No" 0 32.830852 -116.444601 81 0 2941 0 0 "-99"
"6677" "No" 0 18 "None" "Yes" 4.38 "Yes" "Yes" "Fiber Optic" 20 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 74.15 1387 0 277 78.84 "Male" 63 "No" "No" 0 39.281194 -122.226568 1146 0 2643 2 0 "s5"
"6162" "No" 0 65 "Offer B" "Yes" 20.43 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 25.1 1725 0 0 1327.95 "Male" 22 "No" "No" 0 35.339796 -119.023552 44588 0 5449 0 0 "-99"
"3191" "No" 0 23 "Offer D" "Yes" 13.98 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.5 470.2 0 0 321.54 "Female" 33 "No" "No" 0 37.828416 -122.216005 36517 0 5652 3 0 "-99"
"292" "No" 0 30 "None" "Yes" 43.61 "Yes" "Yes" "DSL" 9 "No" "Yes" "No" "No" "Yes" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 103.688 2967.35 0 267 1308.3 "Female" 73 "No" "No" 0 38.044523 -121.348048 30814 1 3548 2 2 "s1"
"1297" "No" 0 70 "Offer A" "Yes" 12.19 "Yes" "Yes" "DSL" 46 "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 108.16 7250.15 0 3335 853.3 "Male" 25 "No" "No" 0 36.696759 -119.024051 571 0 4544 5 0 "-99"
"2444" "No" 0 1 "Offer E" "Yes" 27.05 "No" "Yes" "Fiber Optic" 25 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 73.684 70.85 0 0 27.05 "Female" 51 "No" "No" 0 39.600599 -120.636358 348 0 2874 3 3 "-99"
"3842" "No" 0 3 "Offer E" "Yes" 44.42 "No" "Yes" "Fiber Optic" 6 "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 77.4 206.15 0 0 133.26 "Male" 36 "No" "No" 0 33.680031 -116.171678 23170 0 5528 0 0 "-99"
"6412" "No" 0 6 "None" "Yes" 37.57 "No" "Yes" "Fiber Optic" 58 "No" "No" "No" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 55 340.4 0 0 225.42 "Female" 27 "No" "No" 0 37.348129 -121.98469 52986 0 2629 0 0 "-99"
"3284" "No" 0 26 "Offer C" "Yes" 24.67 "Yes" "Yes" "DSL" 59 "No" "No" "No" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Credit Card" 51.55 1295.4 0 0 641.42 "Male" 29 "No" "No" 0 38.147852 -120.440124 4353 0 3130 1 0 "-99"
"6568" "Yes" 4 67 "None" "Yes" 17.43 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 24.9 1680.25 0 0 1167.81 "Female" 54 "Yes" "Yes" 1 39.873371 -123.741474 321 0 5847 0 0 "-99"
"6986" "Yes" 10 68 "Offer A" "Yes" 34.62 "Yes" "Yes" "Fiber Optic" 18 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Credit Card" 101.05 6770.5 0 1219 2354.16 "Male" 36 "Yes" "Yes" 1 33.215251 -116.53633 339 0 5570 1 0 "-99"
"4695" "Yes" 10 68 "None" "Yes" 43.51 "Yes" "Yes" "DSL" 22 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 88 6161.9 0 1356 2958.68 "Female" 49 "Yes" "Yes" 1 34.088017 -118.327168 32562 0 5436 0 0 "-99"
"804" "No" 0 43 "None" "Yes" 8.81 "Yes" "Yes" "Fiber Optic" 7 "No" "No" "No" "No" "Yes" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 84.85 3645.6 0 255 378.83 "Male" 74 "No" "No" 0 34.130992 -118.894673 18735 0 4556 0 0 "-99"
"532" "Yes" 1 20 "None" "Yes" 32.54 "No" "Yes" "Fiber Optic" 5 "Yes" "No" "Yes" "Yes" "No" "Yes" "No" "Yes" "One Year" "No" "Credit Card" 94.3 1818.3 0 9.09 650.8 "Male" 78 "Yes" "No" 0 33.923149 -117.244933 61205 0 2574 1 0 "-99"
"3981" "No" 0 15 "None" "Yes" 9.74 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 20.1 302.45 0 0 146.1 "Female" 58 "No" "No" 0 33.784597 -117.844535 15396 0 4359 1 1 "-99"
"4232" "No" 0 1 "None" "Yes" 11.96 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 19.8 19.8 0 0 11.96 "Female" 50 "No" "No" 0 37.717196 -122.159338 41871 0 3129 1 1 "-99"
"3580" "Yes" 1 63 "None" "No" 0 "No" "Yes" "Fiber Optic" 5 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Bank Withdrawal" 59 3707.6 0 0 0 "Male" 36 "Yes" "No" 0 39.600599 -120.636358 348 1 5639 2 0 "-99"
"6212" "No" 0 1 "None" "Yes" 13.51 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.05 20.05 0 0 13.51 "Male" 56 "No" "No" 0 37.375816 -119.739935 1968 0 2067 2 0 "-99"
"2660" "No" 0 3 "None" "No" 0 "No" "Yes" "Cable" 59 "No" "No" "No" "Yes" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 30.4 82.15 0 4.85 0 "Male" 19 "No" "No" 0 34.239636 -118.245259 29110 1 3108 1 0 "s4"
"4" "Yes" 1 25 "Offer C" "Yes" 19.76 "No" "Yes" "Fiber Optic" 13 "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 102.44 2514.5 1 327 494 "Female" 78 "Yes" "Yes" 1 33.936291 -118.332639 27778 1 5337 1 1 "s2"
"4086" "Yes" 2 25 "None" "Yes" 10.49 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Bank Withdrawal" 20.2 507.9 0 0 262.25 "Female" 21 "Yes" "No" 0 34.741406 -118.38111 49309 0 4129 1 0 "s3"
"7000" "No" 0 24 "Offer C" "Yes" 46.54 "Yes" "Yes" "Cable" 85 "Yes" "Yes" "Yes" "No" "No" "No" "No" "Yes" "Two Year" "No" "Bank Withdrawal" 64.35 1558.65 0 0 1116.96 "Female" 23 "Yes" "Yes" 3 32.68674 -117.186612 24093 0 5461 2 0 "-99"
"2555" "Yes" 5 27 "None" "Yes" 40.21 "No" "Yes" "DSL" 13 "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "Yes" "One Year" "No" "Credit Card" 66.15 1874.45 0 0 1085.67 "Female" 46 "Yes" "No" 0 34.051809 -118.383843 27799 0 3213 0 0 "-99"
"219" "No" 0 2 "None" "Yes" 23.46 "Yes" "Yes" "DSL" 28 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 78.468 158.4 0 44 46.92 "Female" 77 "No" "No" 0 33.993991 -118.39704 31963 1 3350 2 0 "s3"
"5374" "Yes" 9 32 "Offer C" "Yes" 33.28 "Yes" "Yes" "DSL" 51 "No" "Yes" "Yes" "No" "No" "No" "Yes" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 62.45 2045.55 0 0 1064.96 "Female" 29 "Yes" "Yes" 1 37.348129 -121.98469 52986 0 5442 0 0 "-99"
"4101" "Yes" 5 32 "Offer C" "Yes" 35.05 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.45 674.55 0 0 1121.6 "Male" 22 "Yes" "Yes" 3 37.100948 -120.270136 19391 1 4363 0 0 "-99"
"4888" "Yes" 7 28 "None" "Yes" 33.09 "No" "Yes" "Fiber Optic" 19 "No" "Yes" "Yes" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "No" "Credit Card" 89.9 2433.5 0 0 926.52 "Female" 56 "Yes" "No" 0 32.99356 -117.207121 1072 0 3676 2 0 "-99"
"4476" "No" 0 1 "Offer E" "Yes" 3.39 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 25 25 0 0 3.39 "Male" 41 "No" "No" 0 38.880622 -120.973865 3674 0 2371 0 0 "-99"
"902" "No" 0 69 "Offer A" "Yes" 13.36 "Yes" "Yes" "Cable" 10 "Yes" "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 74.1 5031 0 503 921.84 "Male" 71 "No" "No" 0 38.966713 -123.586412 586 1 4204 0 0 "-99"
"3548" "Yes" 1 6 "Offer E" "Yes" 24.83 "Yes" "Yes" "Fiber Optic" 82 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 48.95 273.25 0 0 148.98 "Female" 28 "Yes" "Yes" 1 41.251322 -122.105209 1586 0 3061 1 0 "-99"
"953" "Yes" 1 53 "None" "Yes" 19.03 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.1 1275.6 0 0 1008.59 "Female" 79 "Yes" "No" 0 33.936291 -118.332639 27778 0 5295 2 1 "s3"
"2706" "No" 0 42 "Offer B" "Yes" 6.42 "Yes" "Yes" "DSL" 48 "Yes" "Yes" "Yes" "No" "No" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 99 4298.45 0 2063 269.64 "Male" 28 "No" "No" 0 34.08111 -117.853935 25068 0 2887 1 0 "s3"
"3187" "No" 0 1 "None" "Yes" 16.99 "No" "Yes" "Fiber Optic" 8 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 49.5 49.5 0 0 16.99 "Female" 56 "No" "No" 0 37.758019 -122.138678 42854 1 5262 2 1 "-99"
"808" "No" 0 30 "None" "Yes" 4.04 "Yes" "Yes" "Fiber Optic" 14 "Yes" "No" "No" "No" "No" "Yes" "No" "No" "Two Year" "Yes" "Credit Card" 90.5 2595.85 0 363 121.2 "Male" 69 "No" "No" 0 33.998471 -117.973758 53686 0 5983 0 0 "-99"
"5597" "No" 0 35 "Offer C" "Yes" 42.02 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 20.6 754 0 0 1470.7 "Male" 22 "No" "No" 0 38.684437 -121.055634 22028 1 2858 3 0 "-99"
"5942" "Yes" 1 54 "None" "Yes" 41.93 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 20.35 1092.35 0 0 2264.22 "Female" 48 "Yes" "Yes" 3 33.162624 -117.170863 52664 0 5646 1 0 "s3"
"4410" "No" 0 32 "None" "Yes" 15.52 "No" "Yes" "Fiber Optic" 12 "No" "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 64.85 2010.95 0 0 496.64 "Male" 43 "No" "No" 0 39.455555 -123.683979 14417 0 4895 1 0 "-99"
"6188" "Yes" 7 33 "None" "Yes" 48.09 "No" "Yes" "Cable" 9 "No" "No" "No" "Yes" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 51.45 1758.9 0 158 1586.97 "Female" 42 "Yes" "No" 0 34.630356 -120.032564 5710 0 4935 0 0 "-99"
"4907" "Yes" 3 50 "Offer B" "No" 0 "No" "Yes" "Fiber Optic" 73 "Yes" "No" "No" "Yes" "Yes" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 44.45 2188.45 0 0 0 "Male" 20 "Yes" "No" 0 32.578103 -117.012975 68776 0 5363 0 0 "-99"
"4405" "Yes" 7 21 "Offer D" "Yes" 14.51 "No" "Yes" "Fiber Optic" 20 "No" "No" "Yes" "Yes" "No" "No" "No" "Yes" "One Year" "No" "Bank Withdrawal" 79.2 1742.45 0 0 304.71 "Female" 49 "Yes" "No" 0 38.801936 -122.938935 9210 0 4900 0 0 "-99"
"6725" "Yes" 5 63 "Offer B" "Yes" 20.51 "No" "Yes" "DSL" 51 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 96 6109.75 0 0 1292.13 "Female" 20 "Yes" "No" 0 40.582399 -122.195512 4931 0 5016 0 0 "-99"
"6729" "No" 0 33 "None" "Yes" 16.57 "Yes" "Yes" "Cable" 30 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 100 3320.6 0 996 546.81 "Female" 44 "No" "No" 0 41.737962 -123.07557 88 0 4643 1 0 "-99"
"3216" "No" 0 10 "Offer D" "Yes" 7.65 "No" "Yes" "Fiber Optic" 17 "Yes" "No" "No" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 62.25 612.95 0 104 76.5 "Male" 32 "No" "No" 0 38.235021 -122.557332 35419 0 3415 1 1 "-99"
"304" "No" 0 9 "None" "Yes" 10.04 "Yes" "Yes" "Cable" 14 "No" "No" "No" "No" "No" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 87.204 790.15 0 111 90.36 "Male" 73 "No" "No" 0 38.636102 -120.522149 659 1 3723 2 1 "-99"
"1482" "Yes" 1 21 "Offer D" "Yes" 38.52 "Yes" "Yes" "Cable" 65 "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 108.576 2200.25 0 0 808.92 "Female" 22 "Yes" "No" 0 33.927254 -118.249826 38128 1 5570 4 0 "s1"
"2966" "Yes" 3 53 "Offer B" "Yes" 33.31 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.55 1336.1 1 0 1765.43 "Male" 37 "Yes" "Yes" 3 35.38381 -119.730885 302 1 5794 3 0 "s3"
"2609" "No" 0 52 "None" "Yes" 33.84 "No" "Yes" "Cable" 5 "Yes" "No" "Yes" "Yes" "No" "No" "No" "No" "One Year" "No" "Credit Card" 57.95 3042.25 0 152 1759.68 "Female" 35 "No" "No" 0 33.807882 -118.347957 34873 0 6078 1 0 "-99"
"4170" "No" 0 52 "None" "No" 0 "No" "Yes" "Cable" 7 "Yes" "Yes" "No" "Yes" "No" "No" "No" "Yes" "Two Year" "No" "Credit Card" 39.1 1982.1 0 13.87 0 "Female" 63 "No" "No" 0 37.410567 -122.297152 25569 0 4247 2 0 "-99"
"2925" "Yes" 1 66 "None" "Yes" 37.84 "Yes" "Yes" "Cable" 17 "No" "No" "No" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 74.25 4859.25 0 82.61 2497.44 "Female" 34 "Yes" "Yes" 1 33.881158 -117.854783 48170 0 4395 0 0 "-99"
"2420" "No" 0 1 "None" "Yes" 23.72 "No" "Yes" "Cable" 21 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 71.968 69.2 0 0 23.72 "Female" 44 "No" "No" 0 39.117537 -122.284654 4579 1 4073 3 0 "-99"
"6783" "No" 0 25 "Offer C" "Yes" 7.55 "No" "Yes" "Fiber Optic" 71 "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Credit Card" 79 1902 0 1350 188.75 "Male" 28 "No" "No" 0 34.002642 -118.287596 56709 0 5263 1 0 "-99"
"3221" "No" 0 1 "None" "Yes" 18.81 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 21.1 21.1 0 0 18.81 "Male" 31 "No" "No" 0 37.013471 -121.877877 24227 0 2810 1 1 "s5"
"387" "No" 0 9 "Offer E" "Yes" 12.18 "Yes" "Yes" "Cable" 7 "No" "No" "No" "No" "No" "Yes" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 88.452 746.5 0 0 109.62 "Male" 68 "No" "No" 0 36.596271 -121.442274 1140 0 5095 6 0 "-99"
"4314" "Yes" 1 64 "None" "Yes" 46.44 "Yes" "Yes" "DSL" 29 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 115 7396.15 0 0 2972.16 "Female" 37 "Yes" "No" 0 37.311088 -121.961786 29914 0 5189 1 0 "-99"
"1360" "No" 0 4 "Offer E" "Yes" 39.68 "No" "Yes" "Fiber Optic" 20 "Yes" "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 98.176 387.2 0 77 158.72 "Female" 59 "No" "No" 0 37.343827 -121.883119 52334 0 4249 0 0 "-99"
"1513" "No" 0 52 "None" "Yes" 48.13 "No" "Yes" "Cable" 13 "No" "Yes" "No" "No" "No" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 88.764 4338.6 0 0 2502.76 "Male" 46 "No" "No" 0 34.266389 -118.459744 17112 0 6402 2 0 "-99"
"5551" "Yes" 9 46 "None" "No" 0 "No" "Yes" "Fiber Optic" 52 "Yes" "Yes" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 35.05 1620.25 0 843 0 "Female" 27 "Yes" "Yes" 2 38.349195 -121.902943 171 0 4829 0 0 "-99"
"5687" "No" 0 7 "Offer E" "Yes" 16.2 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 19.9 173.15 0 0 113.4 "Female" 29 "No" "No" 0 41.10831 -121.360362 1554 0 2750 1 1 "s3"
"3665" "No" 0 2 "None" "Yes" 10.81 "No" "Yes" "Cable" 13 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 45.4 80.95 0 0 21.62 "Female" 31 "No" "No" 0 33.807882 -118.347957 34873 1 4964 0 0 "-99"
"1857" "No" 0 4 "None" "Yes" 2.01 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 20.95 85.5 0 0 8.04 "Female" 36 "No" "No" 0 33.362575 -117.299644 42239 1 5822 6 0 "s1"
"5312" "No" 0 22 "None" "No" 0 "No" "Yes" "DSL" 8 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 50.6 1073.3 0 0 0 "Female" 34 "No" "No" 0 38.093701 -122.276589 159 0 2854 1 0 "-99"
"4174" "Yes" 7 47 "None" "Yes" 11.68 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 26.9 1250.85 0 0 548.96 "Female" 20 "Yes" "No" 0 37.331762 -122.341444 291 0 2382 0 0 "-99"
"6167" "No" 0 44 "Offer B" "Yes" 5.07 "Yes" "Yes" "Fiber Optic" 26 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Credit Card" 77.55 3471.1 0 0 223.08 "Female" 39 "No" "Yes" 3 35.342891 -119.064803 58632 0 5044 1 0 "-99"
"1171" "No" 0 1 "Offer E" "Yes" 14.12 "No" "Yes" "DSL" 26 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 47.476 45.65 0 0 14.12 "Male" 63 "No" "No" 0 33.822295 -118.26411 55486 1 2600 3 2 "s1"
"5924" "No" 0 10 "Offer D" "Yes" 1.48 "No" "Yes" "Fiber Optic" 25 "No" "Yes" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 59.65 638.95 0 0 14.8 "Male" 36 "No" "No" 0 33.290907 -117.202895 3849 1 2385 2 0 "-99"
"4228" "Yes" 8 65 "Offer B" "Yes" 36.62 "Yes" "Yes" "Fiber Optic" 6 "Yes" "Yes" "No" "Yes" "Yes" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 100.15 6643.5 0 0 2380.3 "Female" 35 "Yes" "No" 0 37.999406 -121.686241 27607 1 4915 3 0 "s4"
"4078" "No" 0 6 "None" "Yes" 27.78 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Mailed Check" 19.7 111.65 0 0 166.68 "Male" 46 "No" "Yes" 1 35.358953 -118.527064 1022 1 2276 3 0 "-99"
"4666" "No" 0 5 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 26 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Credit Card" 50.95 229.4 0 0 0 "Female" 46 "No" "No" 0 41.813521 -121.492666 2595 0 3573 1 0 "s5"
"6458" "No" 0 6 "None" "Yes" 10.88 "No" "Yes" "DSL" 8 "No" "Yes" "No" "No" "Yes" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 59.45 357.6 0 29 65.28 "Male" 58 "No" "No" 0 38.128087 -121.4078 22073 0 2393 1 0 "s4"
